8/11	角地にするか
00:17	あすか 11/19 8/11	"なんか今は何も話したくない。というか話したいこと伝えたいことまとまらんし、伝えたって聞いてるようで聞いてなかったりすぐに忘れたりしてまた元通りなんやろうなとか思うと伝える気力も失う。
なんやかんや私舐められてるなーとかも思うよ。どうせ何しても許してくれるとか絶対ゆーくんの中であるやろうし。
昨日は母とも衝突してめちゃくちゃ色んなこと言われて
もう最悪やったし。"
00:17	ゆうげん	舐めてないよ
09:01	ゆうげん	おはよう
20:05	ゆうげん	また
20:05	ゆうげん	落ち着いたら
20:05	ゆうげん	お話しよ
21:47	ゆうげん	ママの今足りない
21:47	ゆうげん	化粧品教えて欲しい
22:42	ゆうげん	早めに教えて欲しい

2021/10/03(日)
11:05	ゆうげん	やっぱいいや
11:05	ゆうげん	返事ないし
11:23	あすか 11/19 8/11	朝からなぎ公園つれてばたばたしてた
11:23	あすか 11/19 8/11	色々同時に少なくなってきてるからなくなったら買うようにするよ
11:24	あすか 11/19 8/11	"一昨日は母とぶつかって
昨日はじぃともぶつかって
もうなんか色々大変なんよ"
11:24	ゆうげん	ううん
11:24	ゆうげん	返事ありがとう
11:25	ゆうげん	また落ち着いたら
11:25	ゆうげん	お話聞かせてほし
11:26	あすか 11/19 8/11	誰よりもゆーくんとちゃんと話さな今の問題も解決せんからゆーくんと話さなあかんけど
11:27	あすか 11/19 8/11	なんか気持ち的に色々しんどいから
11:27	あすか 11/19 8/11	もうちょいまって
11:27	ゆうげん	まつよ
11:27	ゆうげん	ちゃんと待ってる

2021/10/04(月)
20:17	ゆうげん	荷物届いた？
21:01	あすか 11/19 8/11	届いた、ありがとう
21:01	あすか 11/19 8/11	今日電話いける？
21:12	ゆうげん	いけるよ
21:25	あすか 11/19 8/11	なぎ寝た
21:26	あすか 11/19 8/11	けどちょっと待ってほし
21:36	ゆうげん	まつよ
21:47	あすか 11/19 8/11	いまいける？
21:52	ゆうげん	行けるよ
21:54	あすか 11/19 8/11	☎ 通話時間 0:42
22:00	あすか 11/19 8/11	[写真]
22:05	あすか 11/19 8/11	[写真]
22:05	あすか 11/19 8/11	[写真]
23:53	あすか 11/19 8/11	☎ 通話時間 1:59:24
23:55	ゆうげん	帰れる時間帯分かったら
23:55	ゆうげん	教えて
23:57	あすか 11/19 8/11	[写真]
23:57	あすか 11/19 8/11	ずっとこれ探してた
23:57	あすか 11/19 8/11	11.7じょうやで
23:58	ゆうげん	じゃあ寝室込みくらいの大きさ
23:58	あすか 11/19 8/11	"形によったら同じ面積でも広い狭いの感覚変わってくるし
実際見てイメージして"
23:59	あすか 11/19 8/11	金曜日のいつがいいの
23:59	ゆうげん	夜
23:59	あすか 11/19 8/11	夜って何時
23:59	ゆうげん	"何時あいてるん

19:00以降"
23:59	あすか 11/19 8/11	19時以降でみてもらう
23:59	あすか 11/19 8/11	わかったら連絡する

2021/10/05(火)
00:12	ゆうげん	ありがとう
01:18	あすか 11/19 8/11	"私が地域にうるさいどうのこうのはおいといて、大変な中で，毎日忙しい中で，周りの協力も得ながら頑張ってることを少しくらい認めて欲しかった。
母とぶつかったりじぃと
ぶつかったりしてどんなことが
しんどいのか気持ちの面で
ケアして欲しかった。
まわりの友達は
実家とかの協力も得られて
旦那さんとも一緒に住んで。
それが難なく叶ってて
私はなんでこうなんやろ
って思っちゃうし、
やっぱりなんやかんや
一緒におられへんのは
寂しいのよ。
平日やろうが週末やろうが
気持ち的に身体的に
何かしらしんどかろうが
毎日一人で公園連れてって
買い物があれば買い物して…。
週末お父さんが公園連れて
きてたり家族揃って公園
きてたりするのもほんと
いいなーて思うし。
でもやっぱり困ったらすぐに
いけるところに親戚の家集まってるし土地勘もあるから
どこなりひとりでいけるし
ゆー君と過ごしたい思いは
あっても東京に帰る勇気は出んくて。。
マイホームも今年ゆー君
29やからそろそろ建てたい
っていう焦りもあるし。。
やっぱ今は大阪離れられへん
からゆー君とはこの距離で
しばらく頑張って行かなやし…。
私もゆー君とこんな毎回
ぶつかりたいわけじゃないのよ。

その気持ちはわかっといてほしい"
08:17	あすか 11/19 8/11	[ファイル]
10:08	ゆうげん	わかった
15:52	あすか 11/19 8/11	"さっき、今週末行くところに
電話した

他の地域の土地どんなもの
なのかこの辺とどんな差が
あるのか比べたいこと
伝えたら

不動産屋さんも
同席してもらえるか
スケジュール確認して
みるって言ってくれてて
その返事待ち"
17:01	ゆうげん	ありがとう
17:47	あすか 11/19 8/11	同席して貰えるってさ
17:47	ゆうげん	ありがたき幸せ
17:48	あすか 11/19 8/11	"今日は一旦土地どうのこうの関係なしにどういう家がいいか
話してみる？"
17:48	あすか 11/19 8/11	電話出来る？
17:48	ゆうげん	できるよ
17:48	あすか 11/19 8/11	なぎ寝たらまた言う
17:48	ゆうげん	うん
17:49	あすか 11/19 8/11	そういや
17:49	あすか 11/19 8/11	"帰りどうする？
羽田→関空しかとってもってないよ"
17:52	ゆうげん	帰りも欲しいな
18:03	あすか 11/19 8/11	かえりいつ？
18:06	ゆうげん	日曜日ちゅうかな
18:07	ゆうげん	そんなに長居してもまたなんか言われるかもやし
18:07	あすか 11/19 8/11	今出社どんな感じなん？
18:08	ゆうげん	水曜出社やな
21:16	あすか 11/19 8/11	☎ 不在着信
22:20	ゆうげん	ごめん🙇
22:20	ゆうげん	寝てもうてた
22:20	ゆうげん	起きてる❓

2021/10/06(水)
08:08	あすか 11/19 8/11	寝てた
08:08	あすか 11/19 8/11	おはよ
08:09	あすか 11/19 8/11	"帰りの飛行機できれば
日曜日とかできれば
月曜日とかなんかある？"
08:25	ゆうげん	おはよう
08:25	ゆうげん	出来たら日曜の夕方〜夜かな
08:33	あすか 11/19 8/11	"日曜日15時からおうちの話で
わからんけど1~2時間は
かかりそうやけど。。"
08:33	あすか 11/19 8/11	どうする？
09:02	ゆうげん	日曜か
09:03	ゆうげん	じゃあもっと遅くていいよ
10:19	ゆうげん	急遽月曜出社なったから
10:19	ゆうげん	やっぱり日曜中やな
13:30	あすか 11/19 8/11	確認してみる
13:30	ゆうげん	"ありがとう
ごめんね"
13:30	ゆうげん	お父さんに支払ってもらってる代金もお金かそのほかの形で
13:30	ゆうげん	きちんと返すね
13:30	ゆうげん	色々ありがとう
13:31	ゆうげん	"今日からメルカリ出しまくるね
頑張ってお金返せるようにする"
14:27	あすか 11/19 8/11	飛行機
14:27	あすか 11/19 8/11	17時35分発か21時10分発になるって
14:27	あすか 11/19 8/11	日曜日
14:27	あすか 11/19 8/11	17時35分間に合わんよね多分、、
14:28	ゆうげん	"うーん
21で行こか"
14:29	あすか 11/19 8/11	"22時半着やから
次の日出社大変やけど"
14:29	あすか 11/19 8/11	ごめんね
14:33	あすか 11/19 8/11	帰りはうちのパパの名前でとるから気をつけてってさ
14:42	あすか 11/19 8/11	[ファイル]
14:43	ゆうげん	おっけい
15:28	ゆうげん	また時間あったら
15:28	ゆうげん	なぎちゃみたいな
21:32	あすか 11/19 8/11	寝かせちゃった
22:42	あすか 11/19 8/11	寝てる？
23:56	ゆうげん	ねてて
23:56	ゆうげん	今シャワー浴びる！

2021/10/07(木)
10:16	ゆうげん	おはよ
10:19	あすか 11/19 8/11	おはよ
11:17	ゆうげん	今日こそ電話しよ
21:59	あすか 11/19 8/11	おきてる？
21:59	ゆうげん	もち
23:13	あすか 11/19 8/11	[写真]

2021/10/08(金)
00:22	あすか 11/19 8/11	☎ 通話時間 2:16:28
14:50	ゆうげん	おはうお
14:51	ゆうげん	"ママミニバッグ
ベビローション
なぎの衣装はいれたで"
14:51	ゆうげん	あとなんかある!
14:51	ゆうげん	?
14:56	あすか 11/19 8/11	今のところ大丈夫かな！
14:56	あすか 11/19 8/11	たぶん
17:58	あすか 11/19 8/11	何時頃に家出るの？
17:58	ゆうげん	もう出るよ
17:58	あすか 11/19 8/11	あ、そうなん！はやいね
17:58	あすか 11/19 8/11	気を付けてね
17:58	ゆうげん	遅刻せんようにね
18:07	あすか 11/19 8/11	今日家着いたらシャワー浴びて着替えてから寝室行こね〜
18:18	ゆうげん	あい
18:52	ゆうげん	早く出過ぎて
18:52	ゆうげん	バス20分待ち
18:52	あすか 11/19 8/11	あらま
18:53	ゆうげん	まあいいことや
18:53	あすか 11/19 8/11	遅れるよりはね
18:53	あすか 11/19 8/11	今バス待ってるん？
18:54	ゆうげん	ベンチでマクド食って待ってる
19:08	あすか 11/19 8/11	☎ 通話時間 13:14
21:21	あすか 11/19 8/11	なぎ寝たよ〜
21:21	ゆうげん	今からのるー
21:21	あすか 11/19 8/11	気を付けてね
21:37	ゆうげん	もち
21:37	ゆうげん	あとは着くの待つだけやね
21:40	あすか 11/19 8/11	"ナギのご飯のストック作り
しながら待ってる"
22:36	ゆうげん	大阪着いたで
22:51	あすか 11/19 8/11	電車乗った？
22:52	ゆうげん	トイレ行ってるから
22:52	ゆうげん	まだや
22:57	あすか 11/19 8/11	大体の着く時間教えて〜
22:57	ゆうげん	おけ
22:57	あすか 11/19 8/11	インターホンならさないでね
22:57	ゆうげん	お昼に食べた
22:57	ゆうげん	トムヤムクンラーメン
22:57	ゆうげん	お腹げろいた
22:58	あすか 11/19 8/11	なぜそれ食べた
22:58	ゆうげん	好きやからー
23:01	ゆうげん	もうちょいで出る
23:09	あすか 11/19 8/11	おけ
23:12	ゆうげん	いまのった
23:13	ゆうげん	23:50くらいやな
23:13	ゆうげん	着くの
23:15	あすか 11/19 8/11	普通1本かな？
23:15	あすか 11/19 8/11	お気をつけて〜
23:15	ゆうげん	いや
23:15	ゆうげん	のりかえ
23:15	あすか 11/19 8/11	泉大津で普通に乗り換えるんかな？
23:16	ゆうげん	そそ
23:16	ゆうげん	周り関西弁
23:16	ゆうげん	なつかし
23:16	あすか 11/19 8/11	関西弁落ち着くよね
23:16	ゆうげん	緊張するわ
23:17	ゆうげん	久々で
23:17	あすか 11/19 8/11	緊張するの？
23:17	あすか 11/19 8/11	関西弁？
23:17	あすか 11/19 8/11	あ
23:17	ゆうげん	関空のマクドでコーヒー買った時もドキッとした
23:17	ゆうげん	忘れてきてるな
23:18	あすか 11/19 8/11	関西弁？
23:18	ゆうげん	関西弁
23:18	あすか 11/19 8/11	笑
23:19	あすか 11/19 8/11	まだおわってないけど
23:19	あすか 11/19 8/11	長旅お疲れ様
23:19	ゆうげん	"らくなもんよ
全部で4時間かかれへんし"
23:23	あすか 11/19 8/11	来るまで寝ないように頑張ろ
23:24	あすか 11/19 8/11	"今日はササッと簡単に
終わらせた、ストック作り"
23:45	ゆうげん	泉大津
23:45	ゆうげん	ついた
23:45	ゆうげん	もうちょお
23:45	ゆうげん	い
23:46	ゆうげん	お疲れちゃん
23:46	あすか 11/19 8/11	了解です
23:57	あすか 11/19 8/11	北助松ついてる？
23:58	ゆうげん	ついてるよ
23:58	あすか 11/19 8/11	こっちむかってるとこかな？
23:59	ゆうげん	今たこ焼き屋の前

2021/10/09(土)
00:00	あすか 11/19 8/11	ネムい
00:00	ゆうげん	マカロンあるよ
00:01	あすか 11/19 8/11	マカロン？
00:01	ゆうげん	マップカフェでマカロン売ってた
00:01	あすか 11/19 8/11	マックカフェ？
00:02	ゆうげん	関空にあるのマックカフェ
00:03	あすか 11/19 8/11	そうなんやね
00:03	ゆうげん	今キリン堂過ぎた
00:03	あすか 11/19 8/11	荷物多い？
00:03	ゆうげん	リュックだけよ
00:04	あすか 11/19 8/11	そうなんやね！
00:04	ゆうげん	着いたで
00:05	あすか 11/19 8/11	"おけ！

ゆーくんに封筒渡すからさ、
ゆーくんから母に渡して欲しい！母リビングにいてるから"
00:06	ゆうげん	OK
15:48	ゆうげん	https://www.hama-sushi.co.jp/menu/

2021/10/10(日)
11:38	あすか 11/19 8/11	今食べてるの？
11:39	ゆうげん	まだよー
11:39	ゆうげん	一緒の食べたい
11:43	あすか 11/19 8/11	先食べててよかったのに〜
11:43	あすか 11/19 8/11	冷めちゃうよ
11:43	あすか 11/19 8/11	ナギまだしばらく寝てると思うけど
11:43	ゆうげん	あっためるー
11:43	あすか 11/19 8/11	そか
11:46	あすか 11/19 8/11	お腹すいたね〜
11:47	ゆうげん	だいぶすいた
11:49	あすか 11/19 8/11	まーくーどー
11:49	ゆうげん	はやめにたのむー
11:52	あすか 11/19 8/11	なぎ起きるまでおりられへんから
11:52	あすか 11/19 8/11	先食べときよ
11:52	ゆうげん	サラダ食べとく
11:53	あすか 11/19 8/11	サラダいいね
11:54	あすか 11/19 8/11	"今日21時10分発の飛行機やけど
何時に電車乗る？"
11:54	ゆうげん	19:30くらいかなぁ
11:56	あすか 11/19 8/11	[写真]
11:56	あすか 11/19 8/11	[写真]
11:56	ゆうげん	53でいいかな
11:56	あすか 11/19 8/11	19時53分発にする？
20:06	あすか 11/19 8/11	"ゆー君お疲れ様です

お家まで気を付けてね

長旅、ごめんね"
20:06	ゆうげん	大丈夫やで
20:06	ゆうげん	まあ色々考えるで
20:07	あすか 11/19 8/11	色々考える？
20:07	ゆうげん	狭いスペースの有効利用
20:07	あすか 11/19 8/11	うん
20:08	あすか 11/19 8/11	金額も見ながらになると思うけど
20:08	あすか 11/19 8/11	土地は私の意向を強く押したから
20:08	ゆうげん	一応泉北とあいの営業の人の名刺写真ちょうだい
20:09	ゆうげん	メールで4階建てどうか聞いてみる
20:09	あすか 11/19 8/11	わかった
20:10	あすか 11/19 8/11	"とりあえず今から
ナギお風呂入れるから"
20:10	あすか 11/19 8/11	落ち着いたら名刺の写真送るね
20:10	ゆうげん	うん
20:10	あすか 11/19 8/11	関空着いたよとか
20:11	あすか 11/19 8/11	飛行機乗るよとか
20:11	ゆうげん	おけ
20:11	あすか 11/19 8/11	連絡待ってるね
20:11	ゆうげん	うん
20:23	ゆうげん	空港ついたで
20:43	ゆうげん	飛行機乗るで
21:00	ゆうげん	来週は
21:01	ゆうげん	土曜の早くに行こうかな
21:01	ゆうげん	どうしよ
21:01	あすか 11/19 8/11	"とりあえず寝室来たけど
寝る気配ない"
21:01	ゆうげん	あれま
21:01	あすか 11/19 8/11	どうがいい？
21:01	あすか 11/19 8/11	夕方に寝ちゃったからな、、
21:01	ゆうげん	何時やっけ
21:02	ゆうげん	泉北
21:02	あすか 11/19 8/11	"土曜日は泉北ホーム
14時から"
21:02	ゆうげん	前日の方が現実的やな
21:02	あすか 11/19 8/11	金曜の晩からがよさそ？
