11/19 8/11	そうやな、キツイやろな
20:00	ゆうげん	もっと腕がいいリーズナブルなとこ絶対ある
20:01	ゆうげん	東京の一等地とほぼ同じ価格やで
20:01	ゆうげん	カラーとカット代金
20:01	ゆうげん	正直かなり高い
20:02	ゆうげん	代官山とかで24000~30000やで
20:02	あすか 11/19 8/11	私が今行ってるとこは腕が…ていうより遠いなーて思ってまう
20:03	あすか 11/19 8/11	私も髪で遊ぶの満足したし元行ってた美容室に戻そかなー
20:03	あすか 11/19 8/11	ドンキとかモスの近く
20:03	ゆうげん	"いや
そこは下げすぎやから"
20:03	ゆうげん	堺とか高石とか泉大津にないん
20:03	あすか 11/19 8/11	でも私あんまり美容室知らんとこ行きたくないねんな
20:03	あすか 11/19 8/11	近いとこがいいし
20:04	ゆうげん	１回目だけやから大丈夫やろ
20:04	あすか 11/19 8/11	子どもも増えたら余計に美容室行くの大変やし
20:04	ゆうげん	だからこその初回チャレンジ
20:04	あすか 11/19 8/11	いや、コロコロ変えたくないねん
20:04	あすか 11/19 8/11	別に普通に染まって普通に綺麗になったらいい
20:05	ゆうげん	俺は絶対その辺では着られへんから
20:05	ゆうげん	難波とか行く
20:05	ゆうげん	たぶん俺が言ってること通じへん
20:05	あすか 11/19 8/11	ゆーくんは好きにしたらいいけどw
20:06	ゆうげん	酸熱あるとこにし
20:06	ゆうげん	髪ツルンツルンになるから
20:06	ゆうげん	色もやけどやっぱり質が1番大事
20:06	ゆうげん	老けて見える
20:10	あすか 11/19 8/11	別にツルンツルン保ちたいとかない、それなりならいい
20:10	あすか 11/19 8/11	美容に全く興味ないとかではないけど
20:11	あすか 11/19 8/11	ほんまゆーくんが思うよりも知らんとこ行くのしんどいねんなー
20:15	ゆうげん	俺も同伴するやん
20:15	ゆうげん	初回
20:15	ゆうげん	正直今回もそうして欲しい
20:21	ゆうげん	まあ
20:21	ゆうげん	アスカに楽な方法を選んであげたい気持ちも強いけど
20:22	ゆうげん	"毎回6000円とか浮くだけで
プチミグの服買ったり
美容室行く回数増やしたり
美味しいご飯や調味料の買い物出来たり
めっちゃ選択肢広がるから"
20:22	ゆうげん	チャレンジして欲しい気持ちも強い
20:27	あすか 11/19 8/11	今のとこが気に入ってるわけではないねん全然
20:27	あすか 11/19 8/11	技術も人も
20:27	あすか 11/19 8/11	息抜きしに行ける場所がいい
20:27	ゆうげん	うむ
20:27	あすか 11/19 8/11	同伴とかいう問題じゃないw
20:28	あすか 11/19 8/11	だから元の美容室に戻そかなって思ったりしてるんよ最近
20:47	ゆうげん	気持ちはわかるんや
20:47	ゆうげん	元のとこって
20:47	ゆうげん	良さげやっけ
20:54	あすか 11/19 8/11	ブリーチするカラーとかが得意とかな感じではないから今のとこに変えたけど、私自身もう髪色は落ち着いた感じに戻そかなーとか思うようなったから特に不満はないなぁ
21:09	ゆうげん	おk
21:13	あすか 11/19 8/11	まぁまだはっきりは決めてないけど
21:13	あすか 11/19 8/11	今行ってるとこはやめるかなぁ
21:13	あすか 11/19 8/11	とは思ってる
21:13	ゆうげん	次はあそこにする?
21:13	ゆうげん	それともキャンセルして戻す?
21:14	あすか 11/19 8/11	次はあそこかなー、
21:14	あすか 11/19 8/11	前回のが残りすぎてるから同じとこでカラーしてもらった方が良さそう
21:15	あすか 11/19 8/11	あとはまぁ私の性格上何気なく離れるの申し訳なく思うから
21:15	ゆうげん	カラーは1色やろ?
21:16	ゆうげん	うーん
21:16	ゆうげん	いくらやっけ
21:16	ゆうげん	26000くらいやっけ
21:16	ゆうげん	ちょっとなぁ
21:16	ゆうげん	高いなぁ
21:16	ゆうげん	19000円くらいでできるで
21:16	あすか 11/19 8/11	それはわからん、カラーって結構奥深いねんな
21:20	あすか 11/19 8/11	"最後にお礼と、
2人目も授かって金銭的にとか距離的にとか厳しいから一旦卒業して別の美容室行くことなると思うっていう挨拶もちゃんとしたいなーて思うし"
21:20	ゆうげん	うーん
21:20	ゆうげん	メールとかインスタでいいと思うなぁ
21:21	ゆうげん	そこに6000-7000円の価値あるかなぁ
21:21	ゆうげん	お鍋帰るで
21:21	ゆうげん	2回外食できるで
21:21	あすか 11/19 8/11	でももう予約したし今結構特殊な染め方してるしなぁ
21:21	あすか 11/19 8/11	このタイミングでほかのとこ行くのも不安
21:22	ゆうげん	"別に染め方関係ないやろ
入れ直すだけやし"
21:22	あすか 11/19 8/11	いや、これ結構カラーの腕いるから
21:22	ゆうげん	いやそれにするならやろ
21:22	ゆうげん	それにしやんから
21:22	あすか 11/19 8/11	別のとこの美容室に変えるってのも踏まえて1番最善の染め方してほしいし
21:22	ゆうげん	腕要らん
21:23	ゆうげん	それに腕だってほかのとこの方がいいと思う
21:23	ゆうげん	あたり前やけど客数多いとこの方が腕いいから
21:23	あすか 11/19 8/11	いやだから、今特殊な染め方やからこの髪いじった人に最後暗めにやってもらう方が安心
21:23	あすか 11/19 8/11	1回のためにこの辺の知らん美容室いくのもしんどいし
21:23	ゆうげん	"いやだから
その色にするなら腕いるんか知らんけど
その色にも染め方にもしないから"
21:24	あすか 11/19 8/11	今のところ個人でやってるから枠少ないだけでめっちゃ人気やで
21:24	ゆうげん	俺はあの美容室でいいと思ったこと一回もないから
21:24	ゆうげん	しかも高いし
21:24	あすか 11/19 8/11	それはゆーくんが思うだけやろ
21:24	あすか 11/19 8/11	私も特別気に入ってるわけじゃないけど行ってよかったとは思ってるし
21:24	あすか 11/19 8/11	嫌いでもない
21:24	ゆうげん	俺が思うんやで?
21:25	ゆうげん	"別に根拠ないとか感覚でとかでなく

髪質やツヤ感に貢献してないカラーやし"
21:25	あすか 11/19 8/11	妻の髪にそこまでなんかゆう人きいたことないw
21:25	ゆうげん	それくらい綺麗でいて欲しいのよ
21:25	あすか 11/19 8/11	そんなこともないで、しらんだけ
21:25	あすか 11/19 8/11	プレッシャーやしそのストレスで老けそうw
21:25	ゆうげん	わざわざ高いお金出して低レベルの施術は納得できない
21:26	あすか 11/19 8/11	好きにやらしてもらった方が若くいれる気するw
21:26	あすか 11/19 8/11	決して低レベルでは無い
21:26	ゆうげん	じゃあメルぺいから出してな
21:26	ゆうげん	そこ行くなら
21:26	あすか 11/19 8/11	わかった
21:26	ゆうげん	ほか行くなら俺がだす
21:26	ゆうげん	それくらいあそこは俺が気に食わない
21:26	あすか 11/19 8/11	なんかだるい言い方するなぁww
21:26	ゆうげん	まじで
21:26	あすか 11/19 8/11	そういうとこが上からやなって思う
21:27	ゆうげん	次帰った時共通講座のキャッシュカードも預かるな
21:27	ゆうげん	あと今の残高も教えて
21:27	あすか 11/19 8/11	めんどw
21:27	あすか 11/19 8/11	まじめんどい
21:27	ゆうげん	それくらい気に入ってない
21:28	ゆうげん	だからそれでも行きたいなら全部やって
21:28	あすか 11/19 8/11	"なんで納得いかんの？
なんで信じひんの？
この今のタイミングのカラーは
絶対今のとこがいいで"
21:29	ゆうげん	"根拠がない
抜けたカラーにして欲しい色を入れるのが次の施術やろ?

つまりどこでやっても一定レベル以上なら同じや"
21:30	あすか 11/19 8/11	今までどんな入れ方してるとか今の美容室が1番知ってるし
21:30	あすか 11/19 8/11	最後そこに任せて次の美容師困らせへんようにカラーしてもらう方が安心やってまじで
21:30	あすか 11/19 8/11	そんな腕のいい美容室この辺で聞いたことないし
21:31	ゆうげん	"普通今みたいな色の段差があるなら同じ色になるまで抜くのか
薄いとこをより濃く長く塗る

けど抜いてないところは結局のぞみの色にはならんから一定量抜く

つまり抜いた結果に色を入れる野郎"
21:31	あすか 11/19 8/11	"遠くまで行く気力はないし
今回のカラーのためだけに
知らんとこ行くのもしんどいし"
21:31	ゆうげん	そんなん次も今も一緒やん
21:32	ゆうげん	19999以内の施術ができないんやったら他にして
21:32	ゆうげん	とりあえず今の残高教えて
21:33	ゆうげん	あとその後使ったら引き代明細と領収書レシート残しといて
21:36	あすか 11/19 8/11	もうめんどいからどこでもいいわ次
21:36	あすか 11/19 8/11	今のとこキャンセルする
21:36	あすか 11/19 8/11	髪色どうなっても知らねぇ笑
21:37	ゆうげん	今のとこよりマシになる
21:42	あすか 11/19 8/11	知らんとこ行くのめんどいから前に行ってた所にしていい？
21:42	ゆうげん	[写真]
21:42	ゆうげん	[写真]
21:42	ゆうげん	[写真]
21:42	ゆうげん	ここで
21:43	あすか 11/19 8/11	1回のために知らんとこ行くのしんど、、
21:43	ゆうげん	1回のためってたぶんこっちメインになるで
21:45	ゆうげん	全然スケジュール空いてないから
21:45	ゆうげん	早めに入れて欲しい
21:46	あすか 11/19 8/11	なんでこの先行く美容室決められなあかんねんww
21:46	ゆうげん	近所にほか酸熱扱ってるとこないから
21:47	ゆうげん	髪質が1番大事やから
21:47	あすか 11/19 8/11	今のとこ辞めるなら元のとこ行きたい
21:47	ゆうげん	1回こっち行ってみて
22:03	あすか 11/19 8/11	提示してるメニュー普通のカラーやけどいけるん私の髪、理想の色なるん
22:03	あすか 11/19 8/11	[写真]
22:03	あすか 11/19 8/11	こんなん書いてるってことはブリーチカラーとかなんか別でメニューあるん
22:03	ゆうげん	聞いたらいいやん
22:03	ゆうげん	聞かなわからん
22:03	あすか 11/19 8/11	どやってきくん
22:04	ゆうげん	一旦予約して
22:04	ゆうげん	後日電話してみるしかない
22:04	あすか 11/19 8/11	電話……
22:04	ゆうげん	どっかメッセージ書くとこなかったっけ
22:04	あすか 11/19 8/11	しらん
22:04	あすか 11/19 8/11	とりあえず予約するわ
22:04	ゆうげん	確認ボタン押して
22:05	ゆうげん	今のとこでも対して理想のカラーにはなってない＆色落ちめっちゃ早いし対して変わらん
22:05	ゆうげん	安くなる分全然おっけい
22:43	あすか 11/19 8/11	"とりあえず
要望、相談みたいな欄に
コメントはしたけど
また確認するわ"
22:43	ゆうげん	ありがとう
22:44	あすか 11/19 8/11	現地支払いでどんな支払い方法あるんかはしらん
22:44	ゆうげん	何日?
22:44	あすか 11/19 8/11	8/25 13:00~
22:44	ゆうげん	おけ
22:44	ゆうげん	ナギは?
22:44	あすか 11/19 8/11	最悪連れてく
22:44	あすか 11/19 8/11	ん？ナギの美容室ってこと？
22:44	ゆうげん	"いや
それもやけど
ナギのカット"
22:45	あすか 11/19 8/11	まだ考えてる
22:49	ゆうげん	わかった

2023/07/22(土)
13:27	ゆうげん	おはよう

2023/07/23(日)
12:46	あすか 11/19 8/11	ナギのカット一旦ドンキとかの横のとこ連れてってみよかな
12:46	ゆうげん	いいとおもう
12:46	あすか 11/19 8/11	どこ行ってもなぎがじっと泣かずに座ってられるかわからんし
12:46	あすか 11/19 8/11	気遣わんとこ行きたい
12:46	ゆうげん	どんな髪型にする?
12:47	ゆうげん	"どうせくせ毛で崩れるから
崩れること前提で切った方がいい"
14:01	あすか 11/19 8/11	美容師さんと相談しよかなぁ
14:08	ゆうげん	"今の長さを生かす
まだ重すぎないから2ブロックは基本無し
前髪はセンター分けと流しができるようにフラットに"
14:52	ゆうげん	"くらいかなぁ
トップのボリュームが出にくいから"
14:53	ゆうげん	少しすいてもらうのはあり
21:48	あすか 11/19 8/11	とりあえずまた電話していつ空いてるか聞いてみる

2023/07/24(月)
12:03	ゆうげん	おはよう
12:03	ゆうげん	お願いします

2023/07/25(火)
09:10	ゆうげん	今月
09:11	ゆうげん	お金余裕あるから
09:11	ゆうげん	4万くらい振り込んどくね
14:30	あすか 11/19 8/11	ありがとう
14:30	あすか 11/19 8/11	今日検診いってきた
14:31	ゆうげん	性別わかった?
14:36	あすか 11/19 8/11	わからんかった
14:37	ゆうげん	見えんかったん
14:37	ゆうげん	股間

2023/07/26(水)
14:02	ゆうげん	4万振り込んだよ
19:47	あすか 11/19 8/11	ありがとう
19:47	あすか 11/19 8/11	今日バス乗るん？
19:49	ゆうげん	乗るよ
19:50	あすか 11/19 8/11	コロナとか大丈夫なん？
19:50	ゆうげん	コロナは大丈夫
19:51	あすか 11/19 8/11	ほんまかよ
19:54	ゆうげん	うん
19:54	あすか 11/19 8/11	なぜ大丈夫？
19:55	ゆうげん	もう今更キャンセルできん
20:06	あすか 11/19 8/11	そういうことじゃなくてw
20:06	あすか 11/19 8/11	前に言ったやん安心して会おうって
20:13	ゆうげん	ちゃんと今安心なんてわからんやん
20:13	あすか 11/19 8/11	気休めでもいいんよ
20:14	あすか 11/19 8/11	不安やからそこに寄り添って欲しかっただけ
20:14	ゆうげん	"なら俺にも寄り添ってくれ
死ぬ気で色々頑張ってんねん"
21:13	あすか 11/19 8/11	別に言い合いたいんじゃないよ
21:14	あすか 11/19 8/11	妊婦で不安増してるだけ
21:14	あすか 11/19 8/11	めんどくてごめん
21:14	ゆうげん	ごめん
21:14	ゆうげん	俺もヘトヘトで
21:14	ゆうげん	あんまり深く考えられない
21:18	あすか 11/19 8/11	明日熱中症警戒アラートかなんか出てるこわ
21:19	ゆうげん	明日徒歩でいく?
21:21	ゆうげん	鳳大社やっけ
21:29	あすか 11/19 8/11	亮介に車はお願いしてる
21:29	あすか 11/19 8/11	大鳥大社
21:33	ゆうげん	ありがとう
21:33	ゆうげん	何時くらい?
21:34	あすか 11/19 8/11	決めてない
21:37	ゆうげん	暑くない時がいいな
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	受付時間9:00~16:30やから暑くない時ないやろ
21:41	ゆうげん	昼過ぎがベストかな
21:42	あすか 11/19 8/11	昼過ぎ1番暑い時間帯じゃない？
