 8/11	これはこの色が好き
18:02	あすか 11/19 8/11	それで何が嫌って、ゆーくんに何かあって東京で1人でしんどい思いさせてしまうことが嫌
18:02	あすか 11/19 8/11	それを想像すると、必須やからって帰ってきてもらってることだってほんとはめちゃくちゃ不安
18:48	ゆうげん	まあ行けるやろ
18:58	あすか 11/19 8/11	ゆー君ってたまに二重人格かと思う…
18:59	ゆうげん	一貫してるよ
18:59	ゆうげん	家族にとって邪魔なことは排除するし
18:59	あすか 11/19 8/11	いけると思うけど気をつけるね、気をつけようね、て言ってくれる方が気持ち落ち着くしそこ理解してくれてるからいつも言葉がけ丁寧なんやなーて思ったらそうでも無い時もある
18:59	ゆうげん	家族にとっていいことは採り入れる
18:59	ゆうげん	今回は貴重な機会やから
19:00	あすか 11/19 8/11	まあ行けるやろ  はゆーくんの気持ちであって、私はやっぱソワソワしちゃうし
19:00	ゆうげん	"これは何度も何度も言ってるけど
100%注げる時とちゃう時あるから"
19:01	ゆうげん	ずっと100%期待したらあかん
19:01	あすか 11/19 8/11	どれがゆー君かわからんなーて思う
19:01	あすか 11/19 8/11	混乱する
19:01	あすか 11/19 8/11	私が言ってることちゃう時はだいぶ責めてくるのにね、、
19:01	あすか 11/19 8/11	とかも思ってしまう
19:02	あすか 11/19 8/11	妊活ってこと？それは無理そうやけどね
19:02	ゆうげん	俺はいつもちゃんと考えて喋ってるよ
19:02	ゆうげん	大事な時は
19:05	あすか 11/19 8/11	じゃあゆー君にとって、私がゆーくんを心配してこのコロナ禍で必要以上に動くのを不安に思ってることはゆーくんにとって大したことないってことか……
19:05	あすか 11/19 8/11	まぁでもいつも同じ対応できる人っておらんし、私も無理やし、仕方ないことよね
19:05	ゆうげん	車で行けば人おらんし
19:05	ゆうげん	買い物よりよっぽどリスク低い
19:06	あすか 11/19 8/11	いや、義実家行くことに対してだけじゃなくてね。いつも不安はあるってことを言ってるのよ
19:07	あすか 11/19 8/11	平気そうに見えるやろうけど
19:07	あすか 11/19 8/11	いつも色々不安に思ってる
19:08	ゆうげん	いや
19:08	ゆうげん	"いつも不安なら尚更安全やん
車なら"
19:09	ゆうげん	少しでもリスクを減らして
19:09	ゆうげん	できる範囲増やさないと
19:09	ゆうげん	何も出来ない
19:09	あすか 11/19 8/11	"それはそうやけど、何するのも
不安ゼロではないっていう気持ちで居てることは頭の片隅にでも置いてて欲しいなってだけ"
19:11	あすか 11/19 8/11	それに私と会うこと自体リスクやから、会いたい気持ちとゆー君に何かあったら……て気持ちとでめっちゃ複雑よいつも…
19:12	あすか 11/19 8/11	まぁでもとりあえずしばらくマイホームのことも忙しいしできる感染対策はしっかりして免疫力つけて頑張らないとやな
19:12	あすか 11/19 8/11	ゆーくんも休める時はしっかり休んで色々気をつけてね
19:12	あすか 11/19 8/11	29日は、朝9:30くらいに近くまで迎えに来てくれるって、父
19:16	ゆうげん	わかった
19:16	ゆうげん	ありがとう
19:26	あすか 11/19 8/11	金消契約って時間かかるんかな？
19:26	あすか 11/19 8/11	アイカ13:30~やけどお昼の時間あるかなー？
19:34	あすか 11/19 8/11	今こんなん言うのちょっとあれかもやけど……
19:34	あすか 11/19 8/11	[写真]
19:34	あすか 11/19 8/11	[写真]
19:34	あすか 11/19 8/11	私ってこういうの持ってる？
19:35	ゆうげん	時間は聞いてみて
19:35	あすか 11/19 8/11	なんやろ、縦のラインいっぱい出てるサラサラしたキャミワンピ？(笑)
19:35	あすか 11/19 8/11	おけ
19:35	ゆうげん	ないと思う
19:35	あすか 11/19 8/11	ないか
19:35	あすか 11/19 8/11	おけ！
19:44	ゆうげん	いる?
20:07	ゆうげん	おうちでごはん中
20:21	あすか 11/19 8/11	安いのあったら欲しいなーて思っただけよ〜
20:21	あすか 11/19 8/11	お疲れ様です
20:21	あすか 11/19 8/11	お風呂入ってたよー
20:21	ゆうげん	いつまでに必要?
20:21	ゆうげん	おかえり
20:21	あすか 11/19 8/11	それより骨盤矯正ベルトとかほしいなぁ
20:21	あすか 11/19 8/11	必要というか、可愛いなーて思った
20:22	あすか 11/19 8/11	何食べたの？
20:22	ゆうげん	昨日の冷凍
20:22	ゆうげん	食べてた
20:22	ゆうげん	ほうれん草のスープ
20:22	ゆうげん	骨盤矯正ベルト?
20:54	あすか 11/19 8/11	そなのね！
20:54	あすか 11/19 8/11	[写真]
20:54	あすか 11/19 8/11	[写真]
20:54	あすか 11/19 8/11	そう、例えばやけどこういうやつ〜
20:55	あすか 11/19 8/11	ほんとはナギの出産後すぐ矯正した方がよかったんやろけど、、骨盤のズレがあると不妊とか難産とかにも繋がるらしい
20:56	ゆうげん	あい
21:11	ゆうげん	準備しとく
22:02	あすか 11/19 8/11	出産後って骨盤ゆるゆるらしい
22:02	あすか 11/19 8/11	ちゃんとしとけばよかったな〜
22:10	ゆうげん	そんなふうに見えんけどね
22:11	あすか 11/19 8/11	私もあんま何も感じんかった〜
22:12	あすか 11/19 8/11	骨盤ゆるゆるなのめっちゃわかるーて言ってる人もおるけど
22:45	ゆうげん	えっちの時は相変わらず狭いけどなぁ
22:50	あすか 11/19 8/11	それって骨盤関係あるのー？
22:51	ゆうげん	逆にそれ以外何に影響ある?笑
22:57	あすか 11/19 8/11	いや知らんけど
22:57	あすか 11/19 8/11	"骨盤とかなんかそんなん影響すると思ってなかったー
狭いどうのこうのに"
22:59	ゆうげん	姿勢悪なったりするの?
22:59	ゆうげん	ゆるいと
23:05	あすか 11/19 8/11	"緩いというか、ズレると、かな

産後はゆるゆるズレズレに
なるから産後の骨盤矯正とか
よく整骨院とかでも
書いてるのよー"
23:05	あすか 11/19 8/11	[写真]
23:05	あすか 11/19 8/11	[写真]
23:10	ゆうげん	めっちゃ影響あるな
23:11	あすか 11/19 8/11	そだよーー
23:12	あすか 11/19 8/11	大事よね、骨盤矯正
23:12	ゆうげん	送るわ
23:12	ゆうげん	届いたら
23:13	あすか 11/19 8/11	ありがとございます
23:13	あすか 11/19 8/11	骨盤ベルトは気休めかも知らんけど。。
23:13	あすか 11/19 8/11	ちゃんとするなら整骨院とか行った方が良さそうよね
23:13	あすか 11/19 8/11	わからんけど
23:14	ゆうげん	寝る時つけるなら
23:14	ゆうげん	めっちゃためになると思う
23:18	あすか 11/19 8/11	寝る時かーつけてみよ
23:20	ゆうげん	[写真]
23:20	ゆうげん	ちなみにこんなバッグは
23:20	ゆうげん	持ってる
23:28	ゆうげん	あすかに送ってる服
23:28	ゆうげん	大丈夫かな
23:28	ゆうげん	虫食いとか
23:30	あすか 11/19 8/11	そなのね
23:30	あすか 11/19 8/11	倉庫見に行けてないなぁ
23:31	ゆうげん	帰ったら
23:31	ゆうげん	チラ見しよ

2022/07/27(水)
00:05	あすか 11/19 8/11	うん、そだね
00:05	あすか 11/19 8/11	あ、あれ届いてたから一緒にみよ
00:05	あすか 11/19 8/11	クロス
00:05	あすか 11/19 8/11	壁
00:08	ゆうげん	もう届いたのね
00:08	ゆうげん	めっちゃありそう
00:08	ゆうげん	見た感じどう?
00:09	あすか 11/19 8/11	まだ見てない〜
00:19	ゆうげん	またみよ
07:44	あすか 11/19 8/11	うん、みよ
07:44	あすか 11/19 8/11	おはよう
07:48	ゆうげん	おはよう
07:48	ゆうげん	雨が降らないと気持ちいね
07:53	あすか 11/19 8/11	雨が降らないと気持ち良いのね
07:53	ゆうげん	陰が涼しい
07:53	あすか 11/19 8/11	いいね、それは
07:53	あすか 11/19 8/11	涼しいの気持ちいよな
07:53	あすか 11/19 8/11	エアコンとかじゃなくて
07:53	あすか 11/19 8/11	自然に気持ちいのがいい
07:54	ゆうげん	ナギの誕生旅行気持ちいい日だといいな
07:57	あすか 11/19 8/11	そだね、まだ暑いは暑いやろうけど
07:57	あすか 11/19 8/11	過ごしやすかったらいいなぁ
07:58	ゆうげん	とりあえず雨じゃないので
09:02	あすか 11/19 8/11	ね、雨は降って欲しくないね
09:07	あすか 11/19 8/11	明日の夜バスやんね？？
09:22	ゆうげん	"そうやね
ばす"
09:26	あすか 11/19 8/11	金曜日の朝待ってるね
12:02	ゆうげん	"金曜の
なにたべよ"
12:02	あすか 11/19 8/11	ロールキャベツは？
12:02	ゆうげん	金曜作れる?
12:02	あすか 11/19 8/11	"今回はね、ロールキャベツと
レモンパスタ作れる材料買った"
12:02	ゆうげん	忙しいけど
12:03	あすか 11/19 8/11	"うん、アイカ13:30~で
それ終わったら何もないから"
12:06	あすか 11/19 8/11	晩ご飯は作れるよ
12:09	ゆうげん	お願いしようかな
12:09	あすか 11/19 8/11	うん、任せて〜
12:10	あすか 11/19 8/11	"いつもは一緒におれんくて
作られへんから"
12:10	あすか 11/19 8/11	"一緒におれるときは
なるべく作りたい"
12:10	ゆうげん	[スタンプ]
12:10	ゆうげん	ありがとう
12:10	あすか 11/19 8/11	おいしいって食べてくれる人がいると料理も頑張れるし気晴らしにもなるしね！
12:41	ゆうげん	明日香のご飯美味しいからね
14:37	あすか 11/19 8/11	嬉しい！
14:37	あすか 11/19 8/11	そう言って貰えるようにがんばろーてなる
14:48	ゆうげん	こんなお皿欲しいとかある?
16:12	あすか 11/19 8/11	"んー、、
もういっぱいあるんやんね？"
17:25	ゆうげん	いやまだ少ない
18:25	ゆうげん	帰るで
18:26	あすか 11/19 8/11	少ないの？？
18:27	あすか 11/19 8/11	先お風呂入ってたよー
18:27	あすか 11/19 8/11	今日は早めやね、お疲れ様です
18:27	ゆうげん	"大皿6
中皿4
小皿4くらい"
18:36	ゆうげん	中皿が欲しい
18:37	ゆうげん	[写真]
18:37	ゆうげん	こんなのある
18:38	あすか 11/19 8/11	そこそこあるのね
18:38	あすか 11/19 8/11	かわいい！
18:38	あすか 11/19 8/11	ボール型のは？？
18:39	ゆうげん	[写真]
18:39	ゆうげん	[写真]
18:41	ゆうげん	"これの白欲しいけど
すぐ在庫無くなる"
18:47	ゆうげん	ARASは結構揃えた
19:00	あすか 11/19 8/11	そーなのか
19:01	ゆうげん	"これセラミックやから
めっちゃ頑丈"
19:01	ゆうげん	落としても大丈夫
19:04	ゆうげん	だから揃えた
19:07	あすか 11/19 8/11	そうなんだね！
19:07	あすか 11/19 8/11	[写真]
19:07	あすか 11/19 8/11	スープに良さそうなマグカップとか
19:07	あすか 11/19 8/11	[写真]
19:07	あすか 11/19 8/11	和食に合うお皿とか
19:08	ゆうげん	マグカップね
19:08	あすか 11/19 8/11	色々あったら良さそう
19:08	ゆうげん	和食か
19:08	ゆうげん	お皿しまえるかな
19:08	ゆうげん	今日何をどこにしまうか
19:08	ゆうげん	喋ろ
19:08	あすか 11/19 8/11	起きれてたら喋ろ！！
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	和食いいね〜
19:10	ゆうげん	テーブルとの合わせ難しいな
19:11	あすか 11/19 8/11	"テーブルクロスとか、
ランチョンマットとかで
調整しよ"
19:11	あすか 11/19 8/11	[写真]
19:11	あすか 11/19 8/11	[写真]
19:11	あすか 11/19 8/11	[写真]
19:11	あすか 11/19 8/11	[写真]
19:11	あすか 11/19 8/11	[写真]
19:11	あすか 11/19 8/11	[写真]
19:11	あすか 11/19 8/11	[写真]
19:11	あすか 11/19 8/11	[写真]
19:12	ゆうげん	だいたいお気に入り入れてた
19:13	ゆうげん	[写真]
19:13	ゆうげん	ナギの
19:13	あすか 11/19 8/11	かわいい！
19:14	ゆうげん	ね
19:14	ゆうげん	マットな感じ
19:14	あすか 11/19 8/11	光沢ありそやけどね
19:14	あすか 11/19 8/11	かわいい
19:14	あすか 11/19 8/11	ガラス？が心配やけど笑
19:15	ゆうげん	[写真]
19:15	ゆうげん	なお値段
19:16	ゆうげん	[写真]
19:16	あすか 11/19 8/11	値段えぐい
19:17	あすか 11/19 8/11	[写真]
19:17	あすか 11/19 8/11	[写真]
19:17	あすか 11/19 8/11	[写真]
19:17	あすか 11/19 8/11	[写真]
19:17	あすか 11/19 8/11	こういう、料理道具も考えとかないとな〜
19:18	ゆうげん	揚げ物ね
19:24	あすか 11/19 8/11	これやと小さそうやけどね
19:25	あすか 11/19 8/11	なんかいいの無いかなぁ
19:25	あすか 11/19 8/11	おたまとかフライ返しとかそういうのは無印
19:25	あすか 11/19 8/11	ボウルとかも無印かな
19:28	ゆうげん	直せるかなぁ
19:28	ゆうげん	収納
20:23	あすか 11/19 8/11	キッチン結構色々おけるよ
20:23	あすか 11/19 8/11	リシェル
20:26	ゆうげん	とりあえず
20:26	ゆうげん	程々に買っとこうかな
20:27	あすか 11/19 8/11	うん、程々にね
20:27	ゆうげん	でも楽しみ
20:27	ゆうげん	オシャレにご飯
20:28	ゆうげん	お香もいい感じの見つけて
20:28	ゆうげん	テンション上がってる
20:28	あすか 11/19 8/11	お香どんなの？
20:29	ゆうげん	[写真]
20:29	ゆうげん	明日1個持って帰る
20:30	ゆうげん	これ
20:30	ゆうげん	[写真]
20:31	ゆうげん	めっちゃいい匂い
20:32	あすか 11/19 8/11	いい匂いなのか〜楽しみ！
20:32	あすか 11/19 8/11	お香いいよね
20:32	ゆうげん	明日香くれてたよね昔
20:32	ゆうげん	またマイホーム出来たらお香炊こう
20:33	あすか 11/19 8/11	うん、お香好きなの〜
20:33	あすか 11/19 8/11	キツイ匂いは嫌やけど
20:33	あすか 11/19 8/11	うん、お香炊こう！
20:39	ゆうげん	あと
20:39	ゆうげん	ナギの服どうするよ
20:45	あすか 11/19 8/11	ほんとにーー
20:45	あすか 11/19 8/11	どうしよ
21:15	ゆうげん	[写真]
21:16	ゆうげん	これ可愛いからある
21:16	あすか 11/19 8/11	どゆこと？
