ゆうげん	あすか
23:35	ゆうげん	アイロン絶対いる
23:35	ゆうげん	そして極力持って行きたくない
23:35	ゆうげん	重い
23:35	あすか 11/19 8/11	父に確認しとくね
23:35	あすか 11/19 8/11	うん、持ってこなくて大丈夫なようにしとくよ
23:36	あすか 11/19 8/11	長旅やし極力荷物抑えたいよね
23:42	ゆうげん	基本タートルネックでいこう
23:43	あすか 11/19 8/11	タートルネック？くろの？
23:43	ゆうげん	白黒灰
23:44	あすか 11/19 8/11	あ、こっちにあるやつに限らずタートルネックにするってことね
23:48	ゆうげん	そそ
23:52	あすか 11/19 8/11	とりあえず詰め終えたけどなかなかの量でございます。。
23:52	ゆうげん	そんなに?
23:52	ゆうげん	いつから行くの?
23:53	あすか 11/19 8/11	うん、ナギの荷物結構いるからなぁ
23:53	あすか 11/19 8/11	明日だね
23:53	ゆうげん	時間時間
23:54	あすか 11/19 8/11	んー、まだはっきりとは決めてないけど16:30くらいには父が事務所出るみたいやからそれまでに荷物おきに行く感じ
23:55	ゆうげん	お父さん車で行くなら少し早めに出て拾ってもらえばいいのに
23:55	ゆうげん	あ
23:55	ゆうげん	でもチャリがいるのか
23:55	あすか 11/19 8/11	"あー、なんかね、
父が昼くらいに荷物車で
取りに行くよ〜て
言ってくれてたんやけどね"
23:56	あすか 11/19 8/11	母が家の前に来るのはやめてて欲しいらしくて
23:56	ゆうげん	めんどくさ
23:56	あすか 11/19 8/11	だから亮介とか周りに頼って自分で運ぶよ〜
23:56	ゆうげん	おけ
23:58	あすか 11/19 8/11	父はきっと電車で都会の方行くよ
23:59	ゆうげん	おけ
23:59	あすか 11/19 8/11	"電気つけてたけど
寝ててくれた"
23:59	あすか 11/19 8/11	[写真]
23:59	ゆうげん	かわい

2021/12/28(火)
00:00	あすか 11/19 8/11	"なんか顔にゴミ？ついてて
ホクロみたいになってる"
00:00	ゆうげん	ほんまや
00:01	あすか 11/19 8/11	寝顔ほんとパパに似てる
00:01	ゆうげん	わがこー
00:04	あすか 11/19 8/11	パパ寝顔かわいい
00:05	ゆうげん	また並んで寝よ
00:12	あすか 11/19 8/11	[写真]
00:12	あすか 11/19 8/11	なつかし
00:12	ゆうげん	笑
00:12	ゆうげん	ハゲとデブ
00:13	あすか 11/19 8/11	愛おしいふたりのことそんな言い方しないで〜
00:13	あすか 11/19 8/11	笑
00:13	ゆうげん	笑
00:13	ゆうげん	今はフサやからね
00:13	ゆうげん	なぎちゃん可愛くなったなぁ
00:17	あすか 11/19 8/11	[写真]
00:17	あすか 11/19 8/11	[写真]
00:17	あすか 11/19 8/11	[写真]
00:17	あすか 11/19 8/11	[写真]
00:17	あすか 11/19 8/11	[写真]
00:17	あすか 11/19 8/11	[写真]
00:17	あすか 11/19 8/11	[写真]
00:17	あすか 11/19 8/11	ずーとかわいいよ
00:17	ゆうげん	かわい
00:18	ゆうげん	愛息子
00:19	あすか 11/19 8/11	[写真]
00:19	あすか 11/19 8/11	[写真]
00:19	あすか 11/19 8/11	[写真]
00:19	あすか 11/19 8/11	おもしろい
00:19	ゆうげん	かわい
00:20	あすか 11/19 8/11	半年の時のおっさん感すごい
00:20	ゆうげん	今もおっさんやけどね
00:21	あすか 11/19 8/11	たまにおっさん出るよね
00:21	あすか 11/19 8/11	それがまた可愛いんやけどね笑
00:24	あすか 11/19 8/11	パパ荷物はいけた？
00:26	あすか 11/19 8/11	大丈夫？
00:26	ゆうげん	大丈夫よー
00:28	あすか 11/19 8/11	一日何回大丈夫？て聞くねんって思うよねごめんね
00:37	ゆうげん	全然大丈夫よ
00:41	あすか 11/19 8/11	ありがとう
00:42	あすか 11/19 8/11	もう寝れそ？
00:43	あすか 11/19 8/11	"あんま遅くまで頑張んないで
早めに寝るんよ〜"
00:47	ゆうげん	もう寝るよー
07:43	あすか 11/19 8/11	パパおはよ
07:43	あすか 11/19 8/11	寝ちゃってた
07:43	あすか 11/19 8/11	久しぶりにパパ夢出てきた
08:00	ゆうげん	おはよう
08:00	ゆうげん	今晩会えるからかな
08:34	あすか 11/19 8/11	かな？
08:34	あすか 11/19 8/11	振られる夢でした
08:49	ゆうげん	ふれへん
08:51	あすか 11/19 8/11	今日はお仕事何時終わり？
08:52	ゆうげん	17:45
08:52	あすか 11/19 8/11	そうなんやね
08:52	ゆうげん	そそ
08:54	あすか 11/19 8/11	結構バタバタする？
08:54	ゆうげん	いや
08:54	ゆうげん	全然
08:54	あすか 11/19 8/11	何時くらいにお家出る予定？
08:55	ゆうげん	19:00くらいかな
08:56	ゆうげん	もうちょい早いかも
08:57	あすか 11/19 8/11	そかそか
08:57	あすか 11/19 8/11	また出る時教えてね
08:58	あすか 11/19 8/11	気をつけてね
08:58	ゆうげん	もちろん
08:58	ゆうげん	午前中のうちに色々やらないとね
08:58	ゆうげん	ナギの服も
08:58	ゆうげん	ヤマトで送る
09:00	あすか 11/19 8/11	あ、そうするのね
09:00	あすか 11/19 8/11	何する時も気をつけてね
09:09	ゆうげん	もちもち
09:19	あすか 11/19 8/11	"荷物は昨日のうちに
ほぼほぼ詰めれた？"
09:37	ゆうげん	詰めたよー
09:37	ゆうげん	今ヤマトで荷物だし
09:37	ゆうげん	くっそ寒いね今日
09:37	あすか 11/19 8/11	もう毎日くっそ寒い。。
09:37	あすか 11/19 8/11	暖かくしてきてね
09:37	あすか 11/19 8/11	"荷物ありがとう！
帰りも気をつけてね"
09:38	ゆうげん	あやみのプレゼントも包んでる
09:38	あすか 11/19 8/11	お、もう買ったんやね
09:38	あすか 11/19 8/11	優しいお兄ちゃんだ
09:46	あすか 11/19 8/11	あやみちゃんにはどんなの買ったん？
09:46	ゆうげん	ユニクロのアウター3つ
09:46	ゆうげん	[写真]
09:46	ゆうげん	[写真]
09:47	ゆうげん	ボアはグレー
09:47	ゆうげん	あとダウン
09:47	ゆうげん	[写真]
09:47	ゆうげん	こんなやつ
10:07	あすか 11/19 8/11	かわいい！！
10:07	あすか 11/19 8/11	今ってちょっと電話いけそ？
10:08	ゆうげん	ちょいまち
10:08	あすか 11/19 8/11	外かな？
10:08	あすか 11/19 8/11	おけ
10:08	あすか 11/19 8/11	ちょっとアイロン確認したいことあって
10:25	ゆうげん	☎ 通話時間 10:35
12:16	あすか 11/19 8/11	パパ
12:16	あすか 11/19 8/11	とりあえず一旦棚橋帰ってきたよ
12:20	ゆうげん	おかえり
12:20	ゆうげん	今体重測ったら66
12:20	ゆうげん	お酒飲まんかったら
12:20	ゆうげん	痩せる痩せる
12:25	あすか 11/19 8/11	お酒ってそんな影響あるのね
12:26	ゆうげん	逆におれ
12:26	ゆうげん	お酒以外で
12:26	ゆうげん	太る要素ないのよね
12:26	あすか 11/19 8/11	お菓子とかは？
12:26	あすか 11/19 8/11	ご飯もそんなに食べない？
12:26	ゆうげん	最近かなり少ない
12:26	ゆうげん	買いに行くのめんどい
12:26	ゆうげん	ご飯はしっかり
12:27	あすか 11/19 8/11	なるほどね！
12:27	あすか 11/19 8/11	それは痩せるね
12:27	あすか 11/19 8/11	"ご飯しっかりなら
ダメな痩せ方じゃないし
いいね"
12:27	ゆうげん	適正体重ね
12:35	あすか 11/19 8/11	だね
12:35	あすか 11/19 8/11	お昼は何食べるの？
12:35	ゆうげん	チンご飯
12:36	あすか 11/19 8/11	ドライカレー？
12:36	ゆうげん	それにカレーかける
12:36	あすか 11/19 8/11	おぉ、すごい
12:36	あすか 11/19 8/11	カレーオンカレー
13:31	ゆうげん	そそー
13:37	あすか 11/19 8/11	なぎ寝たーー
14:22	ゆうげん	あと4時間ちょいでおうちでる
14:28	あすか 11/19 8/11	早く会いたい
14:28	あすか 11/19 8/11	明日の映画って
14:28	あすか 11/19 8/11	13:30から？のやつ？
14:28	ゆうげん	そう
14:29	あすか 11/19 8/11	映画デートいつぶりだろ
14:32	ゆうげん	2年半ぶり
14:35	あすか 11/19 8/11	2年半ぶりなのか！
14:35	あすか 11/19 8/11	見る映画は全然しらんやつやけどゆー君といけるの嬉しい
14:39	ゆうげん	ね
14:40	ゆうげん	映画だけやけど
14:40	あすか 11/19 8/11	それでも二人きりって
14:40	あすか 11/19 8/11	なかなかないから嬉しいね
15:11	ゆうげん	ね
15:35	あすか 11/19 8/11	冷えると腰や肩が痛なるね〜
15:35	あすか 11/19 8/11	暖かくしてきてね〜
15:55	ゆうげん	かっこいい格好で行くよ
15:55	ゆうげん	デートやから気合い入れないとね
16:01	あすか 11/19 8/11	私もいつもよりはちゃんとした格好しなきゃ
16:02	ゆうげん	ママはいつもかわいい
16:05	あすか 11/19 8/11	ママだいぶお母さん感(笑)
16:06	あすか 11/19 8/11	若々しくいなきゃなぁぁ
16:08	あすか 11/19 8/11	パパの最近の髪型
16:09	あすか 11/19 8/11	すき
16:09	ゆうげん	もうセンター分け楽で楽で
16:09	あすか 11/19 8/11	[写真]
16:09	あすか 11/19 8/11	このパパ（笑）
16:09	あすか 11/19 8/11	好き、センター分け似合ってる
16:09	ゆうげん	なぎたそ73
16:48	あすか 11/19 8/11	なぎよく七三なってる
16:48	あすか 11/19 8/11	お仕事あと1時間くらいやね
16:48	あすか 11/19 8/11	無理せずね
17:01	ゆうげん	頑張るよ
17:17	ゆうげん	ソワソワ
17:17	ゆうげん	してきた
17:17	ゆうげん	帰れるの
17:22	あすか 11/19 8/11	私もそわそわしてる
17:22	あすか 11/19 8/11	無事に帰ってきてね
17:22	あすか 11/19 8/11	待ってるね
17:22	あすか 11/19 8/11	"いつもありがとう
遠いのに帰ってきてくれて"
17:41	ゆうげん	いえいえー
17:41	ゆうげん	プロダクトもって言ってる?
17:41	ゆうげん	ワックス
17:43	あすか 11/19 8/11	うん、もってるよ
17:47	ゆうげん	おっけ
17:47	ゆうげん	18時に出る
17:57	あすか 11/19 8/11	もう出るのね
17:57	あすか 11/19 8/11	ほんと気をつけてね
18:01	あすか 11/19 8/11	羽田までは何で行くの？
18:15	ゆうげん	電車とモノレール
18:17	あすか 11/19 8/11	そうなんやね！
18:18	あすか 11/19 8/11	今もう電車？？
18:20	ゆうげん	もうちょいー
18:21	あすか 11/19 8/11	そかそか
18:21	あすか 11/19 8/11	寒いー？？
18:21	ゆうげん	いや
18:21	ゆうげん	暑い
18:21	あすか 11/19 8/11	ダウンとか着てるん？
18:22	あすか 11/19 8/11	荷物もあるし暑なるか
18:22	ゆうげん	タートルネックと
18:22	ゆうげん	チェスターコートだけー
18:22	ゆうげん	ママから貰ったマスク
18:23	ゆうげん	密閉効果高いから
18:44	あすか 11/19 8/11	そうなんやね
18:44	あすか 11/19 8/11	あ、あのマスクが暑くしてるのか
18:44	あすか 11/19 8/11	ごめんね
18:44	ゆうげん	それだけ密封してるのさ
18:44	ゆうげん	大事
18:47	ゆうげん	モノレール乗った
18:48	ゆうげん	初めて乗った
18:48	ゆうげん	と思ったらシンガポールで乗ったわ
18:52	あすか 11/19 8/11	マスク、ジャストサイズ？
18:52	ゆうげん	ジャスト
18:52	あすか 11/19 8/11	モノレールって電車とどう違うの？
18:52	あすか 11/19 8/11	ジャストか！
18:53	ゆうげん	モノレールなんか早い
18:53	ゆうげん	怖
19:08	ゆうげん	もう
19:08	ゆうげん	着いてもうた
19:08	ゆうげん	羽田
19:17	あすか 11/19 8/11	スピードがはやいの？
19:17	あすか 11/19 8/11	大丈夫やった？
19:17	あすか 11/19 8/11	あら、はやいね
19:17	あすか 11/19 8/11	飛行機何時だった？
19:29	あすか 11/19 8/11	空港で時間つぶしてるの？
19:29	ゆうげん	あ
19:29	ゆうげん	通知来てなかった
19:29	ゆうげん	大丈夫
19:29	ゆうげん	もう着いて時間潰してるよ
19:33	あすか 11/19 8/11	なにしてるのー？
19:33	ゆうげん	すわてるよー
19:34	あすか 11/19 8/11	座ってるの？
19:34	ゆうげん	そそ
19:34	ゆうげん	お土産あった方がいいかな
19:34	あすか 11/19 8/11	あー、あった方が良いかも
19:34	ゆうげん	何個あった方がいいかな
19:37	あすか 11/19 8/11	"棚橋実家
棚橋父
杉本
國松実家"
19:37	あすか 11/19 8/11	かな？
19:37	あすか 11/19 8/11	そんなにいらん？
19:38	ゆうげん	棚橋家何がいいかな
19:38	あすか 11/19 8/11	"國松の実家にも
どうにか少し顔出せたらと
思ってるけど。。"
19:38	あすか 11/19 8/11	何あるっけ、東京…
19:38	ゆうげん	今何してる?
19:38	あすか 11/19 8/11	あーりんちおるよ
19:38	ゆうげん	トイレ行ったら
19:38	ゆうげん	どうがつなぐで
19:38	あすか 11/19 8/11	うん、おけおけ
19:49	ゆうげん	☎ 通話時間 0:42
20:04	ゆうげん	☎ 通話時間 14:58
20:07	あすか 11/19 8/11	今から父宅行くよ〜
20:07	あすか 11/19 8/11	パパ、気をつけてね
20:07	あすか 11/19 8/11	もう検査通れるの？
20:15	ゆうげん	☎ 通話時間 0:16
20:16	ゆうげん	もう出発待ち
20:37	ゆうげん	もうそろそろ乗るよ
20:42	ゆうげん	お父さんちWiFiある?
20:47	ゆうげん	乗ったよ
20:47	ゆうげん	あと2時間半くらいで
20:47	ゆうげん	会えるよー
20:58	あすか 11/19 8/11	WiFiどやろ
20:58	あすか 11/19 8/11	今は繋がってない
20:58	ゆうげん	聞いててほし
20:58	あすか 11/19 8/11	了解です！
20:59	あすか 11/19 8/11	とりあえず荷物とか落ち着いたので
20:59	あすか 11/19 8/11	ナギお風呂いれてきます！
20:59	あすか 11/19 8/11	もうすぐ出会える
20:59	あすか 11/19 8/11	で
20:59	あすか 11/19 8/11	嬉し
20:59	ゆうげん	ね
21:00	ゆうげん	あとちょいやから
21:00	ゆうげん	無事にたどり着くよ
21:00	あすか 11/19 8/11	北助松からも
21:00	あすか 11/19 8/11	気をつけてね
21:00	ゆうげん	もちもち
21:00	あすか 11/19 8/11	無事に来てくれるの楽しみにしてるね
21:06	ゆうげん	ANAは飛行中もWiFi通ってるから
21:06	ゆうげん	連絡取れるっぽい
22:00	ゆうげん	あかんな
22:00	ゆうげん	うーん
22:00	ゆうげん	全然繋がらんかった
22:00	ゆうげん	関空着陸中
22:03	ゆうげん	ちょい早く着いたね
22:24	ゆうげん	電車乗った
22:24	ゆうげん	22:25発
22:28	ゆうげん	お疲れ様
22:28	ゆうげん	なぎちゃん寝たのね
22:29	ゆうげん	あと30分くらいかな
22:29	ゆうげん	電車と歩き
22:29	あすか 11/19 8/11	なぎいつもと場所違うから
22:29	あすか 11/19 8/11	さすがに寝るのはスムーズにいかんかった
22:30	ゆうげん	しゃあないね
22:30	あすか 11/19 8/11	だね
22:30	あすか 11/19 8/11	ナギちゃんに申し訳ないね
22:30	あすか 11/19 8/11	"とりあえず今寝れたから
よかった"
22:31	ゆうげん	2日ほど我慢してもらお
22:33	あすか 11/19 8/11	"めっちゃ久しぶりに
抱っこで寝かせた"
22:33	ゆうげん	ないてたん?
22:33	あすか 11/19 8/11	"一瞬泣いたけど
すぐ落ち着いた！"
22:34	あすか 11/19 8/11	"眠いけど寝るの我慢してる
感じやったかな〜"
22:35	あすか 11/19 8/11	"ウトウトし始めた！
と思ったら急に
｢くんっ！｣て明るいところ
連れてけって言ったり
｢うーわん｣て言って
いぬ指さしたりして
なんとか起きよう起きようと。。"
22:35	あすか 11/19 8/11	電車乗れてる？
22:35	あすか 11/19 8/11	"大丈夫？
お仕事終わりに長旅で疲れてるだろうし夜道気をつけてね"
22:36	ゆうげん	全然大丈夫よー
22:36	ゆうげん	早く2人に会いたいよ
22:36	あすか 11/19 8/11	私も早く会いたい
22:37	あすか 11/19 8/11	今どの辺？
22:37	ゆうげん	貝塚やね
22:46	あすか 11/19 8/11	WiFi確認できたよ
22:47	あすか 11/19 8/11	"あるからゆー君もあとで
繋いでね"
22:47	ゆうげん	てんきゅー
22:47	あすか 11/19 8/11	いえいえーーっ
22:47	ゆうげん	次泉大津
22:47	ゆうげん	もうちょい
22:47	あすか 11/19 8/11	お、泉大津
22:47	ゆうげん	さむいね
22:47	あすか 11/19 8/11	もうちょいだね
22:47	あすか 11/19 8/11	そわそわ
22:47	ゆうげん	東京より冷え込んでる
22:47	あすか 11/19 8/11	お部屋暖かくしとくね
22:47	あすか 11/19 8/11	寒いよねめっちゃ。。
22:50	ゆうげん	乗り換えた
22:50	ゆうげん	逆に
22:50	ゆうげん	あんま暖かかったら
22:50	ゆうげん	汗かくかも
22:50	ゆうげん	程よくでいいよ
23:09	ゆうげん	☎ 通話時間 14:34

2021/12/30(木)
12:00	あすか 11/19 8/11	☎ 通話時間 1:51
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[動画]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[動画]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[写真]
17:14	ゆうげん	[動画]
17:20	ゆうげん	[写真]
17:20	ゆうげん	[写真]
17:20	ゆうげん	[写真]
17:20	ゆうげん	[写真]
17:20	ゆうげん	[動画]
17:20	ゆうげん	[写真]
17:20	ゆうげん	[写真]
17:20	ゆうげん	[動画]
17:20	ゆうげん	[写真]
17:20	ゆうげん	[動画]
17:47	あすか 11/19 8/11	"〇ミックスベジタブル
〇片栗粉
〇食塩無添加のツナ缶"
18:00	あすか 11/19 8/11	パパ気をつけてね
18:05	ゆうげん	もうピザ受け取りよー

2022/01/01(土)
14:55	ゆうげん	うん出てきたから
14:55	ゆうげん	ちょいお待ち
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]
17:13	あすか 11/19 8/11	[写真]

2022/01/02(日)
18:57	ゆうげん	電車乗ったよ
18:57	ゆうげん	また難波着いたら
18:57	ゆうげん	言うね
19:14	あすか 11/19 8/11	おうち帰ってきたらなぎ起きたよ
19:14	あすか 11/19 8/11	年末年始一緒に居られてよかった
19:14	ゆうげん	あら
19:14	ゆうげん	ね
19:14	あすか 11/19 8/11	バイバイ寂しかったけどまた頑張るね
19:14	ゆうげん	"今年の末は
みんな一緒だよ"
19:15	あすか 11/19 8/11	"離ればなれは心配も倍増だし
やっぱりつらいけど"
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	ゆうげん	[写真]
19:15	あすか 11/19 8/11	"できるだけ連絡取り合えたら
嬉しい"
19:15	ゆうげん	"あ
別で送っちゃった
もちろん"
19:15	あすか 11/19 8/11	買い物なぎちゃん
19:15	あすか 11/19 8/11	かわいい
19:15	ゆうげん	なんだかんだ3人で過ごすと
19:16	ゆうげん	"あー
家族ええなって思うよ"
19:16	ゆうげん	早く3人で好きなように
19:16	ゆうげん	暮らしたいね
19:16	ゆうげん	今堺で乗り換えたよ
19:16	あすか 11/19 8/11	ほんと、ドタバタはするけど
19:16	あすか 11/19 8/11	家族っていいよね
19:16	あすか 11/19 8/11	家無事に建てられたらいいね
19:17	ゆうげん	ね
19:17	あすか 11/19 8/11	あとは大阪に転勤出来たら
19:17	あすか 11/19 8/11	尚いいね
19:17	ゆうげん	絶対帰って見せる
19:17	あすか 11/19 8/11	電車人多い？
19:17	ゆうげん	いや
19:17	ゆうげん	座れるくらいに少ない
19:18	あすか 11/19 8/11	パパが椅子に座る瞬間見れたよ
19:18	あすか 11/19 8/11	北助松出る時
19:18	ゆうげん	空いてる空いてる
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	[写真]
19:18	あすか 11/19 8/11	パパとナギ👨🏼👶🏼
19:19	ゆうげん	かわ
19:19	ゆうげん	我が家の宝
19:19	ゆうげん	あのイタズラな顔が好き
19:21	あすか 11/19 8/11	悪さする時めっちゃ悪い顔するよね
19:21	ゆうげん	それが可愛いのよ
19:22	あすか 11/19 8/11	"確かに可愛いけどやることは
ホンマに悪いよね（笑）"
19:22	ゆうげん	まだ笑えるけどあと1年経ったら
19:22	ゆうげん	笑えんくなる
19:22	あすか 11/19 8/11	いや、毎日だと今も笑えん
19:22	あすか 11/19 8/11	笑える時もあるけど
19:22	ゆうげん	1人やと尚更ね
19:23	あすか 11/19 8/11	だいぶ周りにも助けられてるから頑張らなきゃね
19:23	ゆうげん	ね
19:23	ゆうげん	難波着くよ
19:24	あすか 11/19 8/11	難波駅からは遠そう？
19:26	ゆうげん	いや
19:26	ゆうげん	5分くらい
19:28	あすか 11/19 8/11	そかそか
19:29	あすか 11/19 8/11	何時発のバス？
19:29	ゆうげん	20:40
19:30	あすか 11/19 8/11	そうなんやね
19:31	あすか 11/19 8/11	夜ちゃんと寝れたらいいね
19:31	あすか 11/19 8/11	明日は病院で抜糸予定よね？
19:31	ゆうげん	"うん
そうやで"
19:31	ゆうげん	死ぬ気で寝るで
19:33	あすか 11/19 8/11	"バス乗るまでになんか
少し食べたりするの？"
19:33	ゆうげん	なんか一人で歩くと暑い
19:33	ゆうげん	おにぎりだけでも食べようかな
19:33	あすか 11/19 8/11	"早いんかな歩くスピード
荷物もあるからかな"
19:33	あすか 11/19 8/11	飲食周りの環境気をつけてね
19:33	ゆうげん	多分1人やと早いんやと思う
19:33	ゆうげん	もち
19:33	ゆうげん	ひとりぼっちで食べるで
19:34	あすか 11/19 8/11	早そう歩くの
19:34	あすか 11/19 8/11	"食べ終わったらちゃんと
マスクするんよ"
19:34	あすか 11/19 8/11	私とナギはうどん食べるよ
19:35	ゆうげん	もちろん
19:36	ゆうげん	いいね
19:36	ゆうげん	こんどなぎとうどん作ろ
19:36	あすか 11/19 8/11	ナギがもう少し大きくなったら
19:36	あすか 11/19 8/11	手作りしてみたいね
19:37	あすか 11/19 8/11	コネコネしたり踏んずけたりして
19:40	ゆうげん	バスの場所見つけたんで
19:40	ゆうげん	飯食うで
19:44	あすか 11/19 8/11	何食べるん？
19:45	ゆうげん	ツナマヨー
19:45	ゆうげん	か
19:45	ゆうげん	梅おにぎり
19:45	ゆうげん	あ
19:45	ゆうげん	梅おにぎり
19:46	ゆうげん	なぎちゃん梅おにぎり
19:46	あすか 11/19 8/11	梅おにぎり
19:46	あすか 11/19 8/11	なぎちゃんチョイス
19:46	あすか 11/19 8/11	[写真]
19:46	あすか 11/19 8/11	[写真]
19:46	あすか 11/19 8/11	[写真]
19:46	ゆうげん	ナイスチョイス
19:46	ゆうげん	かわいい
19:46	あすか 11/19 8/11	頬張ってるしめっちゃ吸い込むの上手（笑）
19:47	ゆうげん	すすりママより上手そう
19:49	あすか 11/19 8/11	[動画]
19:56	あすか 11/19 8/11	ご飯中？
19:56	ゆうげん	かいものちゅ
19:56	あすか 11/19 8/11	買い物中か
19:56	あすか 11/19 8/11	梅おにぎりにしたの？
19:56	ゆうげん	"近くのファミマ混んでたから
ちゃうとこきた"
19:56	ゆうげん	梅おにぎりにこ
19:56	あすか 11/19 8/11	そうなんやね
19:56	ゆうげん	なぎちゃんチョイスにこ
19:57	あすか 11/19 8/11	食事気をつけるんだよ
19:57	ゆうげん	もちろん
19:57	あすか 11/19 8/11	ちゃんと綺麗な手でね
19:57	あすか 11/19 8/11	おにぎりだしね🍙
19:57	あすか 11/19 8/11	綺麗な手でね
19:58	ゆうげん	うん
19:58	ゆうげん	今アルコールでぐちゃぐちゃにした
20:07	あすか 11/19 8/11	なんだ
20:07	あすか 11/19 8/11	ぐちゃぐちゃにしたって
20:07	ゆうげん	びちゃびちゃや
20:07	ゆうげん	みすみす
20:08	あすか 11/19 8/11	おにぎり食べれた？
20:09	ゆうげん	たべたよ
20:15	あすか 11/19 8/11	何分前からバス乗れるのー？
20:16	あすか 11/19 8/11	またさ、写真欲しい
20:16	あすか 11/19 8/11	ナギがお参りしてるのとか
20:18	ゆうげん	もうちょいで
20:18	ゆうげん	のるよ
20:18	ゆうげん	おけ
20:19	あすか 11/19 8/11	もうちょいで乗るのね
20:20	あすか 11/19 8/11	"どんなバス？席座ったら
自撮りして🤳🏼"
20:21	ゆうげん	おけけ
20:21	あすか 11/19 8/11	やったーパパ見れる
20:21	あすか 11/19 8/11	👀
20:22	あすか 11/19 8/11	ナギがお参りしてるの動画撮ればよかったぁぁ
20:22	ゆうげん	ね
20:22	あすか 11/19 8/11	"でも写真におさめててくれて
よかった"
20:23	あすか 11/19 8/11	はやくみたいもう1回
20:23	あすか 11/19 8/11	可愛かったあれ
20:23	ゆうげん	いうて結構雑に取ったから
20:23	ゆうげん	またゆっくり撮りたい
20:24	あすか 11/19 8/11	"寒さマシになったら
公園行こうね"
20:24	ゆうげん	もちろん
20:24	ゆうげん	お花見散歩行こ
20:24	あすか 11/19 8/11	"コロナもマシな時だったら
ハーベストの丘とか"
20:24	あすか 11/19 8/11	行きたい
20:25	ゆうげん	[写真]
20:25	ゆうげん	暗いし寝てる人おるからあんまり音出されへん
20:26	ゆうげん	ハーベストいこいこ
20:28	あすか 11/19 8/11	音出るカメラしかないのか、なるほど
20:28	あすか 11/19 8/11	人近いの？カーテンで仕切れるんだっけ
20:29	あすか 11/19 8/11	うん、いこね、ハーベスト
20:29	ゆうげん	"カーテンでしきれるよ
出発まで出来へんけど

いこいこ"
20:29	ゆうげん	なぎとうさぎの触れ合いみたい
20:29	ゆうげん	やっぱカップルデートもいいけど
20:29	ゆうげん	家族でお出かけが最強
20:29	あすか 11/19 8/11	出発したらカーテンでし切れるのね
20:30	ゆうげん	コロナ落ち着いたらまた山頂とかで年越ししたいな
20:30	あすか 11/19 8/11	梛犬以外も平気かな？
20:30	あすか 11/19 8/11	年越しはおうちでゆったりが理想だね（笑）
20:30	ゆうげん	犬猫行けるし行けるやろ
20:30	あすか 11/19 8/11	猫はどうなんだろね
20:31	あすか 11/19 8/11	遠目にしかみたことない
20:31	あすか 11/19 8/11	ハーベスト早くいきたいね
20:31	ゆうげん	"ニワトリも意外といけてたで
走ってさわりにいこうとしてた"
20:31	ゆうげん	なぎとお出かけは
20:31	ゆうげん	ショートアウターじゃないと
20:31	ゆうげん	動き回れないな
20:42	ゆうげん	あすか
20:42	ゆうげん	今日あすかが寂しがって
