1/19 8/11	今度は23日に帰ってくる？
19:34	ゆうげん	家たってるから払わなくていいですよねって確認してほしい
19:56	あすか 11/19 8/11	なにこれ？
19:56	ゆうげん	不動産のやつ
19:57	ゆうげん	とちの
19:57	ゆうげん	でも家たったら払わなくていいはずだから
19:57	ゆうげん	聞いてみて
19:58	あすか 11/19 8/11	まず松本さんに聞いてみたら？私電話するのはいいけど理解できるかは不明
19:58	ゆうげん	"いや
この税務署に聞かないとわかんないから"
19:58	ゆうげん	電話してみて
20:10	あすか 11/19 8/11	なんて名乗ってどういう質問をしたらいいの？
20:10	ゆうげん	國松ってなのって
20:10	ゆうげん	徴収番号何番は〜12/18には家たってますって
20:24	あすか 11/19 8/11	[写真]
20:24	あすか 11/19 8/11	これ払うやつじゃないん？
20:24	ゆうげん	軽減措置の対象になるか聞いて
20:24	ゆうげん	俺は1回なるって聞いたから
20:25	あすか 11/19 8/11	わかった
20:30	ゆうげん	ありがとう
21:25	ゆうげん	[動画]
21:25	ゆうげん	ちょっと元気出た

2023/02/15(水)
08:37	あすか 11/19 8/11	懐かしい
08:37	あすか 11/19 8/11	おはよう
09:12	ゆうげん	ニトリの棚と
09:12	ゆうげん	韓国のやつの中間みたいなのってないの?
09:13	ゆうげん	"上はアーチじゃなくて平
中は空洞のやつ"
09:13	あすか 11/19 8/11	それはいらん
09:34	ゆうげん	そうか
12:40	ゆうげん	今回帰るのは
12:40	ゆうげん	行きを新幹線にしようかな
12:40	ゆうげん	バス見たら1万超える
12:41	ゆうげん	今月分まだ帰省旅費分入ってないし
13:16	ゆうげん	あ
13:16	ゆうげん	固定資産どうやった?
13:17	あすか 11/19 8/11	その辺は任せる
13:18	あすか 11/19 8/11	"ちょいまち

もうちょいしたらあーりんちお邪魔して電話してみる"
13:18	ゆうげん	17:30までやから
13:18	ゆうげん	早めにお願い
13:19	あすか 11/19 8/11	14じくらいにはあーりんちいくからまって
14:39	ゆうげん	どう?
14:49	ゆうげん	[ファイル]
14:49	ゆうげん	これでいい?
15:01	あすか 11/19 8/11	うん
15:13	あすか 11/19 8/11	"ちょっと聞いたことない言葉多すぎてなんかよーわからんけど

とりあえず軽減措置かなんかわらからんけど受ける対象になるから申告の案内の用紙東京に送るってさ

払うの遅なってる分やからその申告書が届いたら速やかに返送してやって


その時に
・土地購入売買契約書
・土地残代金領収書
・完成した住宅の謄本
・住宅完成後の土地の謄本
のコピーがいるらしい

どんな書類かわからんけど
多分こっちにあるやつなんちゃう"
15:33	ゆうげん	そっちに本書あるやんな
15:34	ゆうげん	書類全部
15:34	あすか 11/19 8/11	確認はするけど家に関係する書類は全部こっちちゃん
15:34	ゆうげん	一応全部揃えてもらってていい?
15:35	あすか 11/19 8/11	どれが何かわからんし見てわかったらそろえとく
15:54	ゆうげん	ありがとう
19:30	ゆうげん	なんか頑張って来週金曜日テレワークに出来そう
19:57	ゆうげん	今週帰らず来週水曜に新幹線で帰るでもいい?
19:58	ゆうげん	そしたら7000円浮く
19:58	ゆうげん	カニ食べよう
20:27	あすか 11/19 8/11	任せる
20:27	あすか 11/19 8/11	それで確定？
20:27	ゆうげん	それとは?
20:30	あすか 11/19 8/11	今週帰ってくるの無しで来週水曜に新幹線
20:30	ゆうげん	にした方が
20:30	ゆうげん	いいかなと
20:30	ゆうげん	何より移動賃が高い
20:30	あすか 11/19 8/11	それはそれでいいんやけど、金曜日テレワークに出来そうってなんか曖昧な感じやから
20:30	ゆうげん	連休があるからか普段3000円ぐらいやのに10000かかる
20:30	あすか 11/19 8/11	それで確定なんかなぁて思っただけ
20:30	ゆうげん	何とかする
20:31	あすか 11/19 8/11	"じゃあもう今週なしで
来週水曜日に帰ってくるって
思っとくで？"
20:31	ゆうげん	うん
20:31	ゆうげん	それでお願い
20:31	あすか 11/19 8/11	水曜日に新幹線いけるん？
20:32	ゆうげん	"それは行ける
荷物持って言っとけば仕事から直行できるし"
20:32	ゆうげん	チケットも取っとく
20:32	あすか 11/19 8/11	じゃあまた水曜何時頃着くか教えて〜
20:32	ゆうげん	"おけ
最速でも22:30とかやと思う"
20:33	ゆうげん	新大阪から遠いねんな
20:33	あすか 11/19 8/11	おけ
20:40	ゆうげん	寝てていいよ
20:40	ゆうげん	ひっそり返っとく
20:40	あすか 11/19 8/11	私は恐らく起きてる
20:41	あすか 11/19 8/11	なぎも昼寝ありやったら起きてそう
20:41	ゆうげん	まじかよ
20:41	ゆうげん	なぎはねとこ
20:41	あすか 11/19 8/11	分からんけどまぁ寝といてくれるようにリズム作りがんばる
20:46	ゆうげん	無理せずね

2023/02/16(木)
08:18	ゆうげん	おはよう
09:52	あすか 11/19 8/11	おはよう
10:01	ゆうげん	最近朝起きれん
10:03	あすか 11/19 8/11	私も起きれん、まぁその分夜更かししてるけど私の場合
17:13	ゆうげん	今日も7:30に起きた
21:39	ゆうげん	[写真]
21:39	ゆうげん	[写真]
21:40	ゆうげん	すごい
21:40	ゆうげん	AI

2023/02/17(金)
07:44	あすか 11/19 8/11	おはよう
08:32	ゆうげん	来週のどこでカニ行く?
08:39	ゆうげん	予約しないと
08:52	あすか 11/19 8/11	24日の夜とかはー？
09:07	ゆうげん	おけ
09:08	ゆうげん	コースはどうする?
09:08	ゆうげん	何店やっけ
09:10	ゆうげん	https://douraku.co.jp/kansai/kishiwada/menu/
09:42	あすか 11/19 8/11	多分1番近いのは岸和田店やけど
09:42	あすか 11/19 8/11	何で行くの？
09:42	ゆうげん	くるま?
09:42	ゆうげん	夜借りれるかな
09:42	ゆうげん	そして帰りあすかに運転して貰えないかな
09:43	あすか 11/19 8/11	厳しいんちゃう、ペーパーでナギも乗せて知らない道
09:43	ゆうげん	"ふむ
お酒飲みたかった"
09:43	あすか 11/19 8/11	しかも借りるってアルファードやろ？いけるかしらんけど
09:44	ゆうげん	あかんかったら難波で食べよ
09:44	ゆうげん	電車で
09:45	あすか 11/19 8/11	てか車欲しい時いつも借りるの嫌やなぁ、どーにかならんのかな、今はどーにもならんけど
09:46	ゆうげん	貯めるしかない
09:46	ゆうげん	ダブルローンは辛い
09:46	あすか 11/19 8/11	あ、あと覚えてるかわからんけど24日朝から友だちらと会うよ、私とナギは
09:46	ゆうげん	せめて頭金半分は出したい
09:46	ゆうげん	何時までやっけ
09:47	あすか 11/19 8/11	貯めるのもしばらく厳しいよな、家具も小物も全然揃ってないしﾌﾟﾁﾐｸﾞ春服もまだやし光熱費とか食費も今めっちゃ何でも値段上がってるし
09:48	ゆうげん	だから積極的にメルカリするしかない
09:48	ゆうげん	とりあえず
09:48	あすか 11/19 8/11	"1人幼稚園のお迎えあるから
それまでには解散する、多分15時までには解散"
09:49	ゆうげん	難波にする?
09:50	ゆうげん	車かりる、?
09:50	あすか 11/19 8/11	車借りれるってさ
09:51	あすか 11/19 8/11	コースはなんか2つくらいに絞って〜
09:51	ゆうげん	いっぱいあるから
09:51	ゆうげん	絞れん
09:52	あすか 11/19 8/11	じゃあ決めて、お楽しみにしとく、ナギ食べるのあるんかな
09:52	ゆうげん	うどんとかあるよ
09:52	ゆうげん	なぎはカニ食べれるの?
09:53	あすか 11/19 8/11	カニは知らん、エビは食べたことあるけどカニはない
09:53	あすか 11/19 8/11	家でカニ鍋した日なぎどうしてたっけ
09:54	あすか 11/19 8/11	どんな？お子さまセットも蟹づくしやな、、
09:56	ゆうげん	コースの中にある
09:56	ゆうげん	うどん
10:00	あすか 11/19 8/11	家でカニ食べた時同じ鍋のもの食べてたっけ？なぎ
10:10	ゆうげん	食べてた気はする
11:59	あすか 11/19 8/11	やったかなぁ
12:41	ゆうげん	どうする?
14:17	あすか 11/19 8/11	まぁ何かしら食べれるんちゃうかな
18:31	ゆうげん	家ついたらコース考える
18:37	ゆうげん	暖かいの食べたいよな
18:37	ゆうげん	鍋
18:37	ゆうげん	あ
18:37	ゆうげん	あとオムツのゴミ箱とかあるから
18:37	ゆうげん	送るね
18:43	あすか 11/19 8/11	私的には焼きガニとかカニ味噌とか……普段カニ食べたとしても食べない感じのがいいな
18:43	あすか 11/19 8/11	おむつゴミ箱どんなんしたん？
18:44	あすか 11/19 8/11	あ、洗濯洗剤あと2~3個やのに買うの忘れた
18:44	ゆうげん	日曜着で送るわ
18:44	ゆうげん	洗剤も
18:44	ゆうげん	耐えて
18:45	あすか 11/19 8/11	日曜日着…わかった
18:46	ゆうげん	[写真]
18:46	ゆうげん	ごんばこ
18:47	ゆうげん	[写真]
18:50	あすか 11/19 8/11	容量少なそやな
18:50	あすか 11/19 8/11	臭い対策とかあるん？
18:51	ゆうげん	90L
18:51	ゆうげん	密閉型
18:51	あすか 11/19 8/11	オムツ用とかではないん？
18:51	あすか 11/19 8/11	[写真]
18:51	ゆうげん	生ゴミオムツ用
18:51	あすか 11/19 8/11	こういうの見てた
18:51	あすか 11/19 8/11	そーなん、なんか小さそう、まぁいけるか
18:52	ゆうげん	思ったよりは入ると思うで
20:00	ゆうげん	もしニトリ行けるなら
20:00	ゆうげん	棚見てきてよ
21:36	あすか 11/19 8/11	もし行けたらね
22:14	ゆうげん	よさげなら買お

2023/02/18(土)
08:22	あすか 11/19 8/11	その場で？
08:23	ゆうげん	持って帰れるならそれでもいいし
08:23	ゆうげん	おはうお
08:25	あすか 11/19 8/11	誰かと行くから持って帰って来れるやろうけど、ネットの方がいいか
08:25	あすか 11/19 8/11	おはよう
08:25	ゆうげん	"大きさ
質感
棚の中とか"
08:26	ゆうげん	色々見て欲しい
08:28	あすか 11/19 8/11	うん
08:58	ゆうげん	洗剤とゴミ箱とサンダル(ベランダ用)と
08:59	ゆうげん	あとは普段使いパンツ入れてる
08:59	ゆうげん	春に使えるやつ
08:59	ゆうげん	"あと帽子も
アイボリーのコーデュロイキャップ、ダウンっぽいバケット、フェルトのバケット"
08:59	ゆうげん	普段使いしていいよ
08:59	ゆうげん	あすかは深めの帽子が似合う
09:00	あすか 11/19 8/11	似合うか知らんけど私が使いたいかどうかよねw
09:01	ゆうげん	絶対使えるよ
09:01	ゆうげん	そういうのしか送ってないから
09:02	あすか 11/19 8/11	なんの自信w
09:02	ゆうげん	コンフィデンスマンやから
09:02	ゆうげん	いい天気や
09:03	ゆうげん	早く暖かくなって欲しいね
09:03	ゆうげん	15度くらいに
09:06	あすか 11/19 8/11	なんか、普段からもの与えてくれんのもいいけど、ここぞと言う時に私が絶対喜ぶものとかプレゼントしてくれる人も良いなぁて思うよねぇ
09:06	あすか 11/19 8/11	誕生日含めた記念日とかあんまり思い出深いことないかもw
09:07	あすか 11/19 8/11	服とかも私自身が選びたいし、欲しいって思った時に欲しいw
09:51	ゆうげん	うーむ
09:51	ゆうげん	わかった
09:51	ゆうげん	でも教えてくれへんからな
13:13	あすか 11/19 8/11	服とか、よっぽどの余裕がないとみないからなあわ
13:22	ゆうげん	もうしばらくいらないと思う
13:22	ゆうげん	ナギの夏服もな
13:22	ゆうげん	準備しないと
13:22	ゆうげん	ナギの靴とサンダルも送ったよ
13:22	ゆうげん	今回
13:22	あすか 11/19 8/11	ナギの服も私も選びたいのにーていつもおもうw
13:23	ゆうげん	選んでいいよ
13:23	ゆうげん	まだなんも買ってない
13:23	あすか 11/19 8/11	ほんとに欲しいものが出てきた時に買えないの辛い、自分のでもなぎのでも
13:24	ゆうげん	アスカのほんとに欲しいのあんまなくない?
13:24	ゆうげん	帽子とかアウターは買ってる気がする
13:26	あすか 11/19 8/11	私ネット苦手やからなぁ
13:26	あすか 11/19 8/11	たまに見つけても、よく似たのあるとか言われて全然イメージと違ったりするしw
13:27	ゆうげん	"todayfulのニットもやけど
着てみたら可愛いのいっぱいあるから"
13:27	ゆうげん	既に
13:27	あすか 11/19 8/11	でもとりあえず服に関しては今はﾌﾟﾁﾐｸﾞの春の新作求む
13:27	あすか 11/19 8/11	いや、普段使いしにくいのとか多いやん
13:28	ゆうげん	どれがいいんかわからん
14:15	あすか 11/19 8/11	ﾌﾟﾁﾐｸﾞ？
14:39	ゆうげん	そそ
14:40	あすか 11/19 8/11	ﾌﾟﾁﾐｸﾞは、春服第2弾が今月末に発表されるから、それ発表された後に全部見てどれがいいか決める予定
15:10	ゆうげん	うむ
15:10	ゆうげん	デニムは欲しいね
15:10	ゆうげん	今わかってるのどれやっけ
15:29	あすか 11/19 8/11	新作デニムあったっけ？
15:42	ゆうげん	出るでしょ
16:15	あすか 11/19 8/11	どーやろなー
16:16	あすか 11/19 8/11	冬の新作でデニム出てたからなぁ
17:05	ゆうげん	また欲しいの教えて
17:26	あすか 11/19 8/11	第2弾発表されたらまた話すーっ
17:51	ゆうげん	おけ
18:02	あすか 11/19 8/11	第1弾もかわいいのあるんやけど第2弾チラ見えしてて第2弾の方が可愛いのありそう
20:11	ゆうげん	チラ見みせて
20:11	ゆうげん	ーー
20:19	あすか 11/19 8/11	[写真]
20:19	あすか 11/19 8/11	[写真]
20:46	ゆうげん	うーーーーん
20:46	ゆうげん	やな
21:07	あすか 11/19 8/11	まだちゃんと見えてないし
21:07	あすか 11/19 8/11	まぁﾊﾟﾊﾟのうーんと私のうーんは違うし
21:07	ゆうげん	いいと思うのあった?
21:09	あすか 11/19 8/11	前半に既にこれは欲しいなってのあるし、後半もありそう
21:14	ゆうげん	あったら全部言っといてね
21:33	ゆうげん	たぶん全部買うから

2023/02/19(日)
08:53	あすか 11/19 8/11	おはよう
08:54	ゆうげん	おはよう
08:55	ゆうげん	昨日くらい暖かかった
10:38	あすか 11/19 8/11	[写真]
10:38	あすか 11/19 8/11	今日雨やけど最高17度ある
10:38	ゆうげん	だいぶぽかってきたな
10:39	ゆうげん	早く春服着たいね
10:43	あすか 11/19 8/11	まぁまだ2月中は寒そう
10:47	ゆうげん	早く花見したい
14:10	ゆうげん	荷物届いた?
16:10	あすか 11/19 8/11	届いてるーっ
16:20	ゆうげん	ベランダスリッパも入れてるで
17:38	あすか 11/19 8/11	見た！ありがとう
17:41	ゆうげん	サイズ会いそう?
17:41	ゆうげん	"1個はベランダ
ほかは屋上ね"
